Name,R_grp_SMILES,SMILE,Comments (Stanley),Name_Aaron,Comments (Aaron),Comments (after matching),Important comments for Group Meeting,"40, 67, 97,208,225"
HF-TCIC,O=C1c2c(C(/C1=C/c1sc3c(C([R4])([R4])c4cc(c5sc(c6cc(C7([R4])[R4])c(c8c7cc(/C=C7C(c9cc(F)c(F)cc9C\7=C(C#N)\C#N)=O)s8)s6)c(F)c5F)sc43)c1)=C(C#N)\C#N)cc(F)c(F)c2,O=C1c2c(C(/C1=C/c1sc3c(C(CC(CC)CCCC)(CC(CC)CCCC)c4cc(c5sc(c6cc(C7(CC(CC)CCCC)CC(CC)CCCC)c(c8c7cc(/C=C7C(c9cc(F)c(F)cc9C\7=C(C#N)\C#N)=O)s8)s6)c(F)c5F)sc43)c1)=C(C#N)\C#N)cc(F)c(F)c2,,HF-TCIC,,,,
m-ITIC-OR-4Cl,O=C(c1cc(Cl)c(Cl)cc1C/1=C(C#N)/C#N)C1=C/c1sc2c3c(c4cc5c(c6sc7cc(/C=C8C(c9cc(Cl)c(Cl)cc9C\8=C(C#N)\C#N)=O)sc7c6C(c6cc(O[R14])ccc6)5c5cccc(O[R14])c5)cc4C3(c3cc(O[R14])ccc3)c3cccc(O[R14])c3)sc2c1,O=C(c1cc(Cl)c(Cl)cc1C/1=C(C#N)/C#N)C1=C/c1sc2c3c(c4cc5c(c6sc7cc(/C=C8C(c9cc(Cl)c(Cl)cc9C\8=C(C#N)\C#N)=O)sc7c6C(c6cc(OCCCCCC)ccc6)5c5cccc(OCCCCCC)c5)cc4C3(c3cc(OCCCCCC)ccc3)c3cccc(OCCCCCC)c3)sc2c1,,m-ITIC-OR-4Cl,,,,
BIBT-NI,O=C1N([R4])C(c2c1c(c1sc(c3c4cccc5c4c(C(N([R4])C5=O)=O)cc3)cc1)c1nsnc1c2c1ccc(c2ccc3c4c2cccc4C(N(C3=O)[R4])=O)s1)=O,O=C1N(CC(CC)CCCC)C(c2c1c(c1sc(c3c4cccc5c4c(C(N(CC(CC)CCCC)C5=O)=O)cc3)cc1)c1nsnc1c2c1ccc(c2ccc3c4c2cccc4C(N(C3=O)CC(CC)CCCC)=O)s1)=O,,BIBT-NI,,,,
ITIC-Th,O=C(C1=CC=CC=C1C/1=C(C#N)/C#N)C1=C/C(S1)=CC2=C1C1=C(S2)C2=CC3=C(C(SC4=C5SC(/C=C6C(C7=CC=CC=C7C\6=C(C#N)\C#N)=O)=C4)=C5C(C(S4)=CC=C4[R14])3C3=CC=C([R14])S3)C=C2C1(C1=CC=C([R14])S1)C1=CC=C([R14])S1,O=C(C1=CC=CC=C1C/1=C(C#N)/C#N)C1=C/C(S1)=CC2=C1C1=C(S2)C2=CC3=C(C(SC4=C5SC(/C=C6C(C7=CC=CC=C7C\6=C(C#N)\C#N)=O)=C4)=C5C(C(S4)=CC=C4CCCCCC)3C3=CC=C(CCCCCC)S3)C=C2C1(C1=CC=C(CCCCCC)S1)C1=CC=C(CCCCCC)S1,,ITIC-Th,,,,
ITIC-Th1,[R14]c1ccc(C2(c3ccc([R14])s3)c3cc4c(cc3c3sc5cc(C=C6C(=O)c7cc(F)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc([R14])s2)(c2ccc([R14])s2)c2c3sc(C=C5C(=O)c6cc(F)ccc6C5=C(C#N)C#N)cc3sc24)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)s3)c3cc4c(cc3c3sc5cc(C=C6C(=O)c7cc(F)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)s2)(c2ccc(CCCCCC)s2)c2c3sc(C=C5C(=O)c6cc(F)ccc6C5=C(C#N)C#N)cc3sc24)s1,,ITIC-Th1,Fluorines should be markush bonds. Disjointed structure,,,
ITIC-Th2,O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1sc2c3c(c4cc5c(c6sc7cc(/C=C8C(c9cc(F)c(F)cc9C\8=C(C#N)\C#N)=O)sc7c6C5(c5sc([R14])cc5)c5sc([R14])cc5)cc4C3(c3sc([R14])cc3)c3sc([R14])cc3)sc2c1,O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1sc2c3c(c4cc5c(c6sc7cc(/C=C8C(c9cc(F)c(F)cc9C\8=C(C#N)\C#N)=O)sc7c6C5(c5sc(CCCCCC)cc5)c5sc(CCCCCC)cc5)cc4C3(c3sc(CCCCCC)cc3)c3sc(CCCCCC)cc3)sc2c1,,ITIC-Th2,,,,
ITIC-Th3,O=C(c1ccc(OC)cc1C/1=C(C#N)/C#N)C1=C/c1sc2c3c(c4cc5c(c6sc7cc(/C=C8C(c9ccc(OC)cc9C\8=C(C#N)\C#N)=O)sc7c6C5(c5sc([R14])cc5)c5sc([R14])cc5)cc4C3(c3sc([R14])cc3)c3sc([R14])cc3)sc2c1,O=C(c1ccc(OC)cc1C/1=C(C#N)/C#N)C1=C/c1sc2c3c(c4cc5c(c6sc7cc(/C=C8C(c9ccc(OC)cc9C\8=C(C#N)\C#N)=O)sc7c6C5(c5sc(CCCCCC)cc5)c5sc(CCCCCC)cc5)cc4C3(c3sc(CCCCCC)cc3)c3sc(CCCCCC)cc3)sc2c1,,ITIC-Th3,,,,
MeIC,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6c(C)scc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8c(C)scc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(/C=C5C(c6c(C)scc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8c(C)scc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,,MeIC,,,,
ITIC5,O=C(c1cscc1C/1=C(C#N)/C#N)C1=C/c1sc(c2sc3cc4c(C(c5ccc([R14])cc5)(c5ccc([R14])cc5)c5cc(/C=C6C(c7cscc7C\6=C(C#N)\C#N)=O)sc55)c5sc4cc3c2C2(c3ccc([R14])cc3)c3ccc([R14])cc3)c2c1,O=C(c1cscc1C/1=C(C#N)/C#N)C1=C/c1sc(c2sc3cc4c(C(c5ccc(CCCCCC)cc5)(c5ccc(CCCCCC)cc5)c5cc(/C=C6C(c7cscc7C\6=C(C#N)\C#N)=O)sc55)c5sc4cc3c2C2(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)c2c1,,ITIC5,,,,
MeIC2,Cc1scc(C/2=C(C#N)/C#N)c1C(C2=C/c1sc(c2sc3cc4c(C(c5cc(/C=C6C(c7c(C)scc7C\6=C(C#N)\C#N)=O)sc55)(c6ccc([R14])cc6)c6ccc([R14])cc6)c5sc4cc3c2C(c2ccc([R14])cc2)2c3ccc([R14])cc3)c2c1)=O,Cc1scc(C/2=C(C#N)/C#N)c1C(C2=C/c1sc(c2sc3cc4c(C(c5cc(/C=C6C(c7c(C)scc7C\6=C(C#N)\C#N)=O)sc55)(c6ccc(CCCCCC)cc6)c6ccc(CCCCCC)cc6)c5sc4cc3c2C(c2ccc(CCCCCC)cc2)2c3ccc(CCCCCC)cc3)c2c1)=O,,MeIC2,,,,
DF-PCIC,[R4]C1(c2c(c3sc(c4c(F)cc(c5sc(c6c(C([R4])7[R4])cc(/C=C8C(c9ccccc9C\8=C(C#N)\C#N)=O)s6)c7c5)c(F)c4)cc13)sc(/C=C1C(c3ccccc3C\1=C(C#N)\C#N)=O)c2)[R4],CC(CC)CCCCC1(c2c(c3sc(c4c(F)cc(c5sc(c6c(C(CC(CC)CCCC)7CC(CC)CCCC)cc(/C=C8C(c9ccccc9C\8=C(C#N)\C#N)=O)s6)c7c5)c(F)c4)cc13)sc(/C=C1C(c3ccccc3C\1=C(C#N)\C#N)=O)c2)CC(CC)CCCC,,DF-PCIC,,,,
DF-PCNC,[R4]C1(c2c(c3sc(c4c(F)cc(c5sc(c6c(C([R4])7[R4])cc(/C=C8C(c9cc%10ccccc%10cc9C\8=C(C#N)\C#N)=O)s6)c7c5)c(F)c4)cc13)sc(/C=C1C(c3cc4ccccc4cc3C\1=C(C#N)\C#N)=O)c2)[R4],CC(CC)CCCCC1(c2c(c3sc(c4c(F)cc(c5sc(c6c(C(CC(CC)CCCC)7CC(CC)CCCC)cc(/C=C8C(c9cc%10ccccc%10cc9C\8=C(C#N)\C#N)=O)s6)c7c5)c(F)c4)cc13)sc(/C=C1C(c3cc4ccccc4cc3C\1=C(C#N)\C#N)=O)c2)CC(CC)CCCC,,DF-PCNC,,,,
ITCT-b,[R14]C1=CC=C(C2(C3=C(C4=C2C=C(C5=C(C6(C7=CC=C([R14])C=C7)C8=CC=C([R14])C=C8)C9=C(C=C(S9)/C=C%10C(C%11=C(C\%10=C(C#N)/C#N)C=CS%11)=O)S5)C6=C4)SC%12=C3SC(/C=C%13C(C%14=C(C\%13=C(C#N)/C#N)C=CS%14)=O)=C%12)C%15=CC=C([R14])C=C%15)C=C1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(/C=C5C(c6ccsc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8ccsc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,wrong structure,ITCT,S wrong position,,,
IDTIC,[R19]C1([R19])c2cc(/C=C3C(c4ccccc4C\3=C(C#N)\C#N)=O)sc2c2cc3c(c4sc(/C=C5C(c6ccccc6C\5=C(C#N)\C#N)=O)cc4C([R19])3[R19])cc21,CC(CCCCCC)CCCCCCCCC1(CC(CCCCCC)CCCCCCCC)c2cc(/C=C3C(c4ccccc4C\3=C(C#N)\C#N)=O)sc2c2cc3c(c4sc(/C=C5C(c6ccccc6C\5=C(C#N)\C#N)=O)cc4C(CC(CCCCCC)CCCCCCCC)3CC(CCCCCC)CCCCCCCC)cc21,,IDTIC,,,,
IDTTIC,[R19]C1([R19])c2c3sc(/C=C4C(c5ccccc5C\4=C(C#N)\C#N)=O)cc3sc2c2cc3c(c4sc5cc(/C=C6C(c7ccccc7C\6=C(C#N)\C#N)=O)sc5c4C([R19])3[R19])cc21,CC(CCCCCC)CCCCCCCCC1(CC(CCCCCC)CCCCCCCC)c2c3sc(/C=C4C(c5ccccc5C\4=C(C#N)\C#N)=O)cc3sc2c2cc3c(c4sc5cc(/C=C6C(c7ccccc7C\6=C(C#N)\C#N)=O)sc5c4C(CC(CCCCCC)CCCCCCCC)3CC(CCCCCC)CCCCCCCC)cc21,,IDTTIC,,,,
DTFBR,[R2]C1(C2=CC(C3=C(C=C(S3)C4=CC=C(/C=C5SC(N(C/5=O)[R36])=S)C6=NSN=C46)C7(C8=CC=C([R14])C=C8)C9=CC=C([R14])C=C9)=C7C=C2C%10=C1C=C%11C(C(C%12=C%11SC(C%13=CC=C(C%14=NSN=C%14%13)/C=C%15C(N(C(S\%15)=S)[R36])=O)=C%12)(C%16=CC=C([R14])C=C%16)C%17=CC=C([R14])C=C%17)=C%10)[R2],CCCCCCC1(CCCCCC)c2c(c3cc(C(c4ccc(CCCCCC)cc4)(c4c5sc(c6ccc(/C=C7SC(N(CC)C\7=O)=S)c7c6nn(CCCCCC)n7)c4)c4ccc(CCCCCC)cc4)c5cc31)cc1c(c3c(C1(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)cc(c1c4nn(CCCCCC)nc4c(/C=C4C(N(C(S/4)=S)CC)=O)cc1)s3)c2,,DTFBR,,,,
TPT-2F,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc4c(cc3c3sc(C=C5C(=O)c6cc(F)ccc6C5=C(C#N)C#N)cc32)C(c2ccc([R14])cc2)(c2ccc([R14])cc2)c2cc(C=C3C(=O)c5cc(F)ccc5C3=C(C#N)C#N)sc24)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3c3sc(C=C5C(=O)c6cc(F)ccc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(C=C3C(=O)c5cc(F)ccc5C3=C(C#N)C#N)sc24)cc1,,TPT-2F,Fluorines should be markush bonds,,,
6TIC-4F,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6cc(F)c(F)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3sc4c5c(c6sc7cc(/C=C8C(c9cc(F)c(F)cc9C\8=C(C#N)\C#N)=O)sc7c6C5(c5ccc([R14])cc5)c5ccc([R14])cc5)sc4c32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(/C=C5C(c6cc(F)c(F)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3sc4c5c(c6sc7cc(/C=C8C(c9cc(F)c(F)cc9C\8=C(C#N)\C#N)=O)sc7c6C5(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)sc4c32)cc1,"same structure, different labels",6TIC-4F,,,,
F6IC,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc(/C=C4C(c5cc(F)c(F)cc5C\4=C(C#N)\C#N)=O)sc3c3sc4c5c(c6sc(/C=C7C(c8cc(F)c(F)cc8C\7=C(C#N)\C#N)=O)cc6C5(c5ccc([R14])cc5)c5ccc([R14])cc5)sc4c32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4C(c5cc(F)c(F)cc5C\4=C(C#N)\C#N)=O)sc3c3sc4c5c(c6sc(/C=C7C(c8cc(F)c(F)cc8C\7=C(C#N)\C#N)=O)cc6C5(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)sc4c32)cc1,,4TIC-4F,Similar to TTIC-F,names are equivalent in literature,,
ITBTR-C2,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c(c4cc5c(c6sc7cc(c8ccc(/C=C9S/C(N(CC)C\9=O)=C(C#N)/C#N)c9c8nsn9)sc7c6C(c6ccc([R14])cc6)5c5ccc([R14])cc5)cc42)sc2cc(c4ccc(/C=C5S/C(N(CC)C\5=O)=C(C#N)/C#N)c5c4nsn5)sc23)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(c4cc5c(c6sc7cc(c8ccc(/C=C9S/C(N(CC)C\9=O)=C(C#N)/C#N)c9c8nsn9)sc7c6C(c6ccc(CCCCCC)cc6)5c5ccc(CCCCCC)cc5)cc42)sc2cc(c4ccc(/C=C5S/C(N(CC)C\5=O)=C(C#N)/C#N)c5c4nsn5)sc23)cc1,,ITBTR-C2,,,,
ITBTR-C4,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c(c4cc5c(c6sc7cc(c8ccc(/C=C9S/C(N(CCCC)C\9=O)=C(C#N)/C#N)c9c8nsn9)sc7c6C(c6ccc([R14])cc6)5c5ccc([R14])cc5)cc42)sc2cc(c4ccc(/C=C5S/C(N(CCCC)C\5=O)=C(C#N)/C#N)c5c4nsn5)sc23)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(c4cc5c(c6sc7cc(c8ccc(/C=C9S/C(N(CCCC)C\9=O)=C(C#N)/C#N)c9c8nsn9)sc7c6C(c6ccc(CCCCCC)cc6)5c5ccc(CCCCCC)cc5)cc42)sc2cc(c4ccc(/C=C5S/C(N(CCCC)C\5=O)=C(C#N)/C#N)c5c4nsn5)sc23)cc1,,ITBTR-C4,Similar to BTA13,,,
ITBTR-C6,[R14]c1ccc(C2(c3c(c4cc5c(c6sc7cc(c8ccc(/C=C9S/C(N(CCCCCC)C\9=O)=C(C#N)/C#N)c9c8nsn9)sc7c6C(c6ccc([R14])cc6)5c5ccc([R14])cc5)cc42)sc2c3sc(c3ccc(/C=C4S/C(N(CCCCCC)C\4=O)=C(C#N)/C#N)c4c3nsn4)c2)c2ccc([R14])cc2)cc1,CCCCCCc1ccc(C2(c3c(c4cc5c(c6sc7cc(c8ccc(/C=C9S/C(N(CCCCCC)C\9=O)=C(C#N)/C#N)c9c8nsn9)sc7c6C(c6ccc(CCCCCC)cc6)5c5ccc(CCCCCC)cc5)cc42)sc2c3sc(c3ccc(/C=C4S/C(N(CCCCCC)C\4=O)=C(C#N)/C#N)c4c3nsn4)c2)c2ccc(CCCCCC)cc2)cc1,,ITBTR-C6,,,,
N3,[R2]N1C(C2=C3C(C1=O)=C(C4=CC=C(S4)C=C5SC(N(C5=O)CC)=S)C=C(C(N(C6=O)[R2])=O)C3=C6C(C7=CC=C(S7)C=C8SC(N(C8=O)CC)=S)=C2)=O,,,,,,,
N4,[R2]N1C(C2=C3C(C1=O)=C(C4=CC=C(S4)C=C5C(C(C=CC=C6)=C6C5=O)=O)C=C(C(N(C7=O)[R2])=O)C3=C7C(C8=CC=C(S8)C=C9C(C(C=CC=C%10)=C%10C9=O)=O)=C2)=O,,,,,,,
N6,[R2]N1C(c2c3c(C1=O)c(c4sc(/C=C5C(N(C(C(C#N)=C/5C)=O)[R2])=O)cc4)cc(C(N(C6=O)[R2])=O)c3c6c(c7sc(/C=C8C(N(C(C(C#N)=C/8C)=O)[R2])=O)cc7)c2)=O,,,,,,,
IDT-BC6,[R14]C1=CC=C(C2(C3=C(C4=C2C=C(C5=C([R14])C=C(C=C6C(C7=C(/C6=C(C#N)/C#N)C=CC=C7)=O)C([R14])=C5)S4)C=C(C(C8=CC=C([R14])C=C8)(C9=C%10SC(C%11=C([R14])C=C(C=C%12C(C%13=C(/C%12=C(C#N)/C#N)C=CC=C%13)=O)C([R14])=C%11)=C9)C%14=CC=C([R14])C=C%14)C%10=C3)C%15=CC=C([R14])C=C%15)C=C1,,,,,,,
IDT-BOC6,[R14]C1=CC=C(C2(C3=C(C4=C2C=C(C5=C(O[R14])C=C(C=C6C(C7=C(/C6=C(C#N)/C#N)C=CC=C7)=O)C(O[R14])=C5)S4)C=C(C(C8=CC=C([R14])C=C8)(C9=C%10SC(C%11=C(O[R14])C=C(C=C%12C(C%13=C(/C%12=C(C#N)/C#N)C=CC=C%13)=O)C(O[R14])=C%11)=C9)C%14=CC=C([R14])C=C%14)C%10=C3)C%15=CC=C([R14])C=C%15)C=C1,,,,,,,
ATT-3,[R2]OC(C1=CC2=C(SC(/C=C3C(N(C(S\3)=S)CC)=O)=C2S1)C4=CC5=C(C6=C(C5(C7=CC=C([R14])C=C7)C8=CC=C([R14])C=C8)C=C(C9=C(C%10(C%11=CC=C([R14])C=C%11)C%12=CC=C([R14])C=C%12)C=C(C%13=C%14C=C(C(O[R2])=O)SC%14=C(/C=C%15C(N(C(S\%15)=S)CC)=O)S%13)S9)C%10=C6)S4)=O,,,,,,,
NAI-FN-NAI(DT),[R34]N1C(C2=C3C(C1=O)=CC=C(C4=CC=C(S4)C5=CC(C(C6=C7C=CC(C8=CC=C(S8)C9=C%10C=CC=C(C(N(C%11=O)[R34])=O)C%10=C%11C=C9)=C6)=O)=C7C=C5)C3=CC=C2)=O,,,,,,,
PI-FN-PI(DT),[R34]N1C(C2=C(C1=O)C=CC(C3=CC=C(S3)C4=CC(C(C5=C6C=CC(C7=CC=C(S7)C8=CC(C(N(C9=O)[R34])=O)=C9C=C8)=C5)=O)=C6C=C4)=C2)=O,,,,,,,
F9IC,[R14]C1=CC=C(C2(C3=C(C4=C2C(SC5=C6SC(/C=C7/C(C8=C(C7=O)C=C(F)C(F)=C8)=C(C#N)/C#N)=C5)=C6S4)C=C(C(C9=CC=C([R14])C=C9)(C%10=C%11SC%12=C%10SC%13=C%12SC(/C=C%14/C(C%15=C(C%14=O)C=C(F)C(F)=C%15)=C(C#N)/C#N)=C%13)C%16=CC=C([R14])C=C%16)C%11=C3)C%17=CC=C([R14])C=C%17)C=C1,,,,,,,
4TIC-4F,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc(/C=C4C(c5cc(F)c(F)cc5C\4=C(C#N)\C#N)=O)sc3c3sc4c5c(c6sc(/C=C7C(c8cc(F)c(F)cc8C\7=C(C#N)\C#N)=O)cc6C5(c5ccc([R14])cc5)c5ccc([R14])cc5)sc4c32)cc1,,,,,,,
p-IDTIDT-IC,[R14]C1=CC=C(C2(C3=C(C4=C2C=C(/C=C5C(C6=C(C\5=C(C#N)\C#N)C=CC=C6)=O)S4)C=C(C(C7=CC=C([R14])C=C7)(C8=C9SC%10=C8SC%11=C%10C(C%12=CC=C([R14])C=C%12)(C%13=CC=C([R14])C=C%13)C%14=C%11C=C%15C(C%16=C(C%15(C%17=CC=C([R14])C=C%17)C%18=CC=C([R14])C=C%18)C=C(/C=C%19C(C%20=C(C\%19=C(C#N)\C#N)C=CC=C%20)=O)S%16)=C%14)C%21=CC=C([R14])C=C%21)C9=C3)C%22=CC=C([R14])C=C%22)C=C1,,,,,,,
PY1,[R21]N1C2=C(C3=C1C=C(C4=C([R14])C=C(C5=C([R14])C=C(/C=C6C(N(C(C(C#N)=C\6C)=O)CCCC)=O)S5)S4)S3)SC(C7=C([R14])C=C(C8=C([R14])C=C(/C=C9C(N(C(C(C#N)=C\9C)=O)CCCC)=O)S8)S7)=C2,,,,,,,
BTA2,[R2]N1N=C2C(/C=C3SC(N(C\3=O)CC)=O)=CC=C(C2=N1)C4=CC5=C(C6=C(C5(C7=CC=C([R14])C=C7)C8=CC=C([R14])C=C8)C=C(C9=C(C%10(C%11=CC=C([R14])C=C%11)C%12=CC=C([R14])C=C%12)C=C(C%13=CC=C(C%14=NN(N=C%13%14)[R2])/C=C%15SC(N(C\%15=O)CC)=O)S9)C%10=C6)S4,,,,,,,
NTIC,[R14]C1=CC=C(C2(C3=CC=C(C=C3)[R14])C4=C(C5=C2C6=C(C=C5)C7=C(C8=C(C(C9=CC=C([R14])C=C9)7C%10=CC=C(C=C%10)[R14])C=C(S8)/C=C%11/C(C%12=CC=CC=C%12C%11=O)=C(C#N)/C#N)C=C6)SC(/C=C%13/C(C%14=CC=CC=C%14C%13=O)=C(C#N)/C#N)=C4)C=C1,,,,,,,
ITIC-Cl4,[R14]C1=CC=C(C2(C3=C(C4=C2C5=C(C=C(S5)/C=C6C(C7=C(C\6=C(C#N)/C#N)C=C(Cl)C(Cl)=C7)=O)S4)C=C(C(C8=CC=C([R14])C=C8)(C9=C%10SC%11=C9SC(/C=C%12C(C%13=C(C\%12=C(C#N)/C#N)C=C(Cl)C(Cl)=C%13)=O)=C%11)C%14=CC=C([R14])C=C%14)C%10=C3)C%15=CC=C([R14])C=C%15)C=C1,,,,,,,
NCBDT-4Cl,[R14]C1=CC=C(C2(C3=C(C4=C2C5=C([R2])C6=C(C7=C(C8=C(C7(C9=CC=C([R14])C=C9)C%10=CC=C([R14])C=C%10)C=C(/C=C%11C(C%12=C(C\%11=C(C#N)\C#N)C=C(Cl)C(Cl)=C%12)=O)S8)S6)C([R2])=C5S4)SC(/C=C%13C(C%14=C(C\%13=C(C#N)\C#N)C=C(Cl)C(Cl)=C%14)=O)=C3)C%15=CC=C([R14])C=C%15)C=C1,,,,,,,
IDT-FBTR,[R2]N1/C(S/C(C1=O)=C\C2=CC=C(S2)C3=C(C=C(C4=NSN=C34)C5=CC6=C(C7=C(C6(C8=CC=C([R14])C=C8)C9=CC=C([R14])C=C9)C=C(C%10=C(C%11(C%12=CC=C([R14])C=C%12)C%13=CC=C([R14])C=C%13)C=C(C%14=CC(F)=C(C%15=NSN=C%14%15)C%16=CC=C(S%16)/C=C%17S/C(N(C\%17=O)[R2])=C(C#N)/C#N)S%10)C%11=C7)S5)F)=C(C#N)\C#N,,,,,,,
IDTO-T-4F,[R2]OC1=C(SC2=C1C(C3=CC=C([R14])C=C3)(C4=C2C=C(C(C5=CC=C([R14])C=C5)(C6=C7SC(C8=CC=C(S8)/C=C9C(C%10=C(C\9=C(C#N)\C#N)C=C(F)C(F)=C%10)=O)=C6O[R2])C%11=CC=C([R14])C=C%11)C7=C4)C%12=CC=C([R14])C=C%12)C%13=CC=C(S%13)/C=C%14C(C%15=C(C\%14=C(C#N)\C#N)C=C(F)C(F)=C%15)=O,,,,,,,
IDTO-Se-4F,[R2]OC1=C(SC2=C1C(C3=CC=C([R14])C=C3)(C4=C2C=C(C(C5=CC=C([R14])C=C5)(C6=C7SC(C8=CC=C([Se]8)/C=C9C(C%10=C(C\9=C(C#N)\C#N)C=C(F)C(F)=C%10)=O)=C6O[R2])C%11=CC=C([R14])C=C%11)C7=C4)C%12=CC=C([R14])C=C%12)C%13=CC=C([Se]%13)/C=C%14C(C%15=C(C\%14=C(C#N)\C#N)C=C(F)C(F)=C%15)=O,,,,,,,
IDTO-TT-4F,[R2]OC1=C(SC2=C1C(C3=CC=C([R14])C=C3)(C4=C2C=C(C(C5=CC=C([R14])C=C5)(C6=C7SC(C8=CC(SC(/C=C9C(C%10=C(C\9=C(C#N)\C#N)C=C(F)C(F)=C%10)=O)=C%11)=C%11S8)=C6O[R2])C%12=CC=C([R14])C=C%12)C7=C4)C%13=CC=C([R14])C=C%13)C%14=CC(SC(/C=C%15C(C%16=C(C\%15=C(C#N)\C#N)C=C(F)C(F)=C%16)=O)=C%17)=C%17S%14,,,,,,,
NFBDT-Me,[R14]C1=CC=C(C2(C3=C(C4=C2C5=CC6=C(C7=C(C8=C(C7(C9=CC=C([R14])C=C9)C%10=CC=C([R14])C=C%10)C=C(/C=C%11C(C%12=C(C\%11=C(C#N)\C#N)C=CC(C)=C%12)=O)S8)S6)C=C5S4)SC(/C=C%13C(C%14=C(C\%13=C(C#N)\C#N)C=CC(C)=C%14)=O)=C3)C%15=CC=C([R14])C=C%15)C=C1,,,,,,,
IDTT-T,[R14]C1=CC=C(C2(C3=C(C4=C2C5=C(C=C(S5)/C=C6C(N(C(N(C/6=O)CC)=S)CC)=O)S4)C=C(C(C7=CC=C([R14])C=C7)(C8=C9SC%10=C8SC(/C=C%11C(N(C(N(C/%11=O)CC)=S)CC)=O)=C%10)C%12=CC=C([R14])C=C%12)C9=C3)C%13=CC=C([R14])C=C%13)C=C1,,,,,,,
DICTF-C10,[R15]C1(C2=C(C3=C1C=C(C4=CC=C(S4)/C=C5/C(C6=C(C5=O)C=CC=C6)=C(C#N)/C#N)C=C3)C=CC(C7=CC=C(S7)/C=C8/C(C9=C(C8=O)C=CC=C9)=C(C#N)/C#N)=C2)[R15],,,,,,,
